input_prompt,question,correct_answers,output_prediction,processed_answer
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The fictional country of the Republic of Elbonia, supposedly somewhere in the former Soviet bloc, is featured in which comic strip?
A:","The fictional country of the Republic of Elbonia, supposedly somewhere in the former Soviet bloc, is featured in which comic strip?","['st dogbert', 'dilbert induhvidual', 'dogbert comics', 'positive attitude comics', 'elbonian', 'dogbert s top secret management handbook', 'always postpone meetings with time wasting morons', 'dilbertian', 'it s obvious you won t survive by your wits alone', 'when body language goes bad', 'dogbert s clues for clueless', 'another day in cubicle paradise', 'journey to cubeville', 'positive attitude dilbert book', 'try rebooting yourself', 'dilbert comic', 'excuse me while i wag', 'positive attitude book', 'fluorescent light glistens off your head', 'it s not funny if i have to explain it', 'fugitive from cubicle police', 'don t stand where comet is assumed to strike oil', 'dilbert image gallery', 'induhvidual', 'ashook', 'north elbonia', 'ttp project', 'bring me head of willy mailboy', 'elbonia', 'dilbert comic strip', 'still pumped from using mouse', 'positive attitude comic book', 'dilbert gives you business', 'thriving on vague objectives', 'random acts of management', 'when did ignorance become point of view 3f', 'build better life by stealing office supplies', 'dilbert', 'frooglepoopillion', 'casual day has gone too far', 'this is part where you pretend to add value', 'don t step in leadership', 'shave whales', 'i m not anti business i m anti idiot', 'words you don t want to hear during your annual performance review']", Spike and Tybalt (played by Kylie Minogue and Ray Winstone, Spike and Tybalt (played by Kylie Minogue and Ray Winstone
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which British-American actress died on 23rd March 2011, aged 79?
A:","Which British-American actress died on 23rd March 2011, aged 79?","['dame elizbeth taylor', 'elizabeth taylor', 'maria carson', 'elizabeth rosemond taylor', 'dame elizabeth rosemond taylor dbe', 'liz taylor', 'taylor dame elizabeth rosemond', 'elizabeth taylor hilton wilding todd fisher burton burton warner fortensky', 'elizabeth taylor hilton wilding todd fisher burton warner fortensky', 'dame elizabeth rosemond taylor', 'elisabeth taylor']"," Zoë Wanamaker
Q: In the Scarlet Pimpernel,", Zoë Wanamaker
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Lasting from 1299 to 1922, the Ottoman empire roughly corresponds to what modern day country?
A:","Lasting from 1299 to 1922, the Ottoman empire roughly corresponds to what modern day country?","['turkey', 'tuerkiye', 'türkiye respublikası', 'republic of turkiye', 'tuerkei', 'etymology of turkey', 'türkiye', 'turkiye', 'tuerkiye cumhuriyeti', 'türkiye cumhuriyeti', 'republic of turkey', 'turky', 'turkish republic', 'türkiye respublikasi', 'turquia', 'iso 3166 1 tr', 'turkey nation', 'turkia', 'terky', 'turkei', 'turkie', 'turkey state', 'türkei', 'turquie', 'turkiye cumhuriyeti', 'turkey country']"," 
Q: What is the longest name in the world?
A: 
Q", 
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: ""Written and first recorded in 1937, """"One O'Clock Jump"""" became the theme tune of which orchestra?""
A:","""Written and first recorded in 1937, """"One O'Clock Jump"""" became the theme tune of which orchestra?""","['count basie orchestra', 'count basie s orchestra', 'count basie big band', 'count basie and his orchestra', 'jumpin at woodside', 'basie orchestra', 'count basie his orchestra']"," The Count Basie Orchestra
Q: In the Scarlet Pimpernel,", The Count Basie Orchestra
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What type of bird was the first released by Noah?
A:",What type of bird was the first released by Noah?,"['ravin', 'raven bird', 'raven', 'corbies']"," The petrel
Q: What is the longest name in the world?
A", The petrel
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Hans Holbein the Younger was court painter to which English monarch?
A:",Hans Holbein the Younger was court painter to which English monarch?,"['henry viii king of england', 'king of england henry viii', 'henry viii kids', 'henry tudor viii', 'henry viii musician', 'henry duke of york', 'king henry eighth', 'henry 8th', 'king henry 8', 'henry 8', 'henry viii england', 'bluff hal', 'henry viii of ireland', 'henryviii', 'heinrich viii', 'early years of henry viii', 'henry viii s compositions', 'ehnry viii', 'king henry viii', 'henry ⅷ', 'bluff king hal', 'henry eighth', 'henry viii tudor', 'henry viii', 'my great matter', 'henry viii of england', 'king henry viii of england']"," Queen Elizabeth 1
Q: What is the name of the head of the", Queen Elizabeth 1
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The rotator cuff is a group of muscles and tendons that act to stabilize which part of the body?
A:",The rotator cuff is a group of muscles and tendons that act to stabilize which part of the body?,"['schouder', 'shoulder', 'sholder', 'broken shoulder', 'shoulder fracture']", The rotator cuff is a group of muscles and tendons that act to stabilize, The rotator cuff is a group of muscles and tendons that act to stabilize
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: ""What purple berry from South America has been promoted as a """"superfood""""?""
A:","""What purple berry from South America has been promoted as a """"superfood""""?""","['açaí palm', 'acaiburn', 'euterpe oleracea', 'acaí', 'açái', 'health benefits of açaí berry', 'acai diet', 'euterpe beardii', 'açaí berry', 'purpleberry', 'acai berries', 'euterpe badiocarpa', 'açai berry', 'acia berry', 'acai berry', 'ïwasa i', 'açai', 'purpura bacca', 'catis martiana', 'açaí', 'assai palm', 'acai', 'manicole', 'açaí berries', 'acai palm', 'acai berry extract', 'euterpe cuatrecasana', 'euterpe brasiliana']", Many food stuffs have been promoted as able to benefit a wide range of health, Many food stuffs have been promoted as able to benefit a wide range of health
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Lutra lutra is the Latin name of which British mammal?
A:",Lutra lutra is the Latin name of which British mammal?,"['lutrinae', 'otters', 'otter', 'lutrine', 'otters in popular culture']"," Lynx lynx is the Latin name of which British mammal?
Q:", Lynx lynx is the Latin name of which British mammal?
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What name is given to a positive whole number that can only be divided by 1 or itself?
A:",What name is given to a positive whole number that can only be divided by 1 or itself?,"['1 no longer prime', 'infinity of primes', 'primality of 1', 'prime numbers', '1 is not prime number', 'uncompound number', 'prime number', 'primality', 'primalities', 'prime numbers in nature', 'odd prime number', 'table of primes list', 'primes', 'prime', 'a000040', 'ℙ', 'odd prime', 'euclidean prime number theorem', 'even primes']", A natural number greater than 1 that is not a prime number is called a, A natural number greater than 1 that is not a prime number is called a
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who wrote the 1930’s novel ‘Tender is the Night’?
A:",Who wrote the 1930’s novel ‘Tender is the Night’?,"['francis scott fitzgerald', 'f fitzgerald', 'f scott fitzgerald', 'scott fitzgerald', 'f francis scott fitzgerald', 'francis fitzgerald', 'francis scott key fitzgerald', 'f s fitzgerald']"," F. Scott Fitzgerald
Q: What was the name of the head of the", F. Scott Fitzgerald
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What was the Spice Girls' debut single called?
A:",What was the Spice Girls' debut single called?,"['wannabes disambiguation', 'wannabes', 'wannabe disambiguation', 'wanna be', 'wannabe', 'wannabee']"," ""Say You'll Be There""<|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|>"," ""Say You'll Be There""<|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|>"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: According to the film Gremlins, if you are looking after a Gremlin you should not feed him after midnight, not get him wet and not expose him to what?
A:","According to the film Gremlins, if you are looking after a Gremlin you should not feed him after midnight, not get him wet and not expose him to what?","['bright light', 'bright light disambiguation']"," The orrery, invented in 1710 by George Graham was in use"," The orrery, invented in 1710 by George Graham was in use"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Bithynia was an ancient province on which sea?
A:",Bithynia was an ancient province on which sea?,"['чорноморський', 'schwarzes meer', 'black sea', 'black sea littoral', 'black sea shelf', 'черноморский', 'შავი ზღვა', 'pontus euxinos', 'black seas', 'kara deniz', 'черно море', 'euxine sea', 'euxine', 'შავი ზღვის', 'pontus euxinus', 'marea neagră']"," off the Black Sea
Q: What is the longest name in the world?
", off the Black Sea
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which Frenchman was the founder of the modern games?
A:",Which Frenchman was the founder of the modern games?,"['baron coubertin', 'pierre de frédy', 'pierre de fredy', 'pierre baron de coubertin', 'baron pierre de coubertin', 'baron de coubertin', 'pierre coubertin', 'coubertin', 'pierre de coubertain', 'pierre de coubertin', 'baron de coubertin pierre']"," Aquitaine
Q: What is the name of the head of the Commonwealth", Aquitaine
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: ""What is the meaning of the word """"furrow""""?""
A:","""What is the meaning of the word """"furrow""""?""",['narrow trench'], A furrow is a crack in a horse's hoof caused by contact with the, A furrow is a crack in a horse's hoof caused by contact with the
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In what decade was Darwin's 'On the Origin of Species' first published?
A:",In what decade was Darwin's 'On the Origin of Species' first published?,"['eighteen fifties', '1850 s', '1850s', '1850–1859', '1850 1859']","       1859
Q: What is the name of the head of the",       1859
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In which English town or city is Her Majesty's Prison Foston Hall?
A:",In which English town or city is Her Majesty's Prison Foston Hall?,"['deorby', 'derby city', 'derby city england', 'derby united kingdom', 'derby ua', 'county borough of derby', 'city of derby', 'derby england', 'derby district', 'derby derbyshire', 'derby derbyshire england', 'derby']"," Foston Hall in Derbyshire, England
Q: What is the name of"," Foston Hall in Derbyshire, England"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which 'Regal' male singer provided the half-time entertainment for the 2007 Superbowl?
A:",Which 'Regal' male singer provided the half-time entertainment for the 2007 Superbowl?,"['prens', 'księżna', 'prince', 'princeliness', 'qinwang', 'princely', 'reigning prince', 'prinssi', 'prince francais', 'princely hat', 'prince français', 'princes', 'książę', 'prince regnant', 'royal prince', 'son of king', 'sang royal']"," Mýa
Q: In the Middle Ages, knights on horseback formed", Mýa
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which island group became known as The Friendly Islands?
A:",Which island group became known as The Friendly Islands?,"['south country', 'tonga', 'iso 3166 1 to', 'makatusi', 'pule 60anga fakatu 60i 60o tonga', 'tongan rugby', 'kingdom of tonga', 'puleʻanga fakatuʻi ʻo tonga', 'friendly islands', 'matahau tonga', 'tonga archipelago', 'matahau', 'tongan community', 'etymology of tonga', 'pule anga fakatu i o tonga', 'pule anga fakatu i o']"," Melanesia
Q: What is the longest name in the world?
Q", Melanesia
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which is the sixth book of the New Testament, following Acts?
A:","Which is the sixth book of the New Testament, following Acts?","['romans epistle to', 'romans 1 20', 'romans 10 10', 'epistles of st paul to romans', 'romans 10 9', 'pauline epistle to romans', 'romans 12 17', 'letter to romans', 'romans 5 8', 'letter of paul to romans', 'romans road', 'romans 10 13', 'epistle to romans', 'romans 10 9 10', 'rom', 'st paul s letter to romans', 'book of romans', 'gospel of paul', 'roman s road', 'romans book of bible']"," The Acts of the Apostles
Q: In physics, the motions of particles", The Acts of the Apostles
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What hero from Greek mythology was killed by a discus thrown by Apollo, who then named a flower after him, made from his spilled blood?
A:","What hero from Greek mythology was killed by a discus thrown by Apollo, who then named a flower after him, made from his spilled blood?","['hyacinthine', 'hyacinth', 'hyacinth saint', 'hyacinth disambiguation', 'hyacinthus disambiguation']"," Academus, Greco-Roman philosophy arose in the 6th century BC"," Academus, Greco-Roman philosophy arose in the 6th century BC"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In the nursery rhyme, which was the last creature eaten by the woman who swallowed a fly?
A:","In the nursery rhyme, which was the last creature eaten by the woman who swallowed a fly?","['basketball activities', 'bump game', 'horse or pig stipulations in basketball', 'variations of basketball', 'horse game', 'knockout non violent game', 'knockout basketball game', 'around world basketball', 'p i g basketball', 'h o r s e', 'around world basketball game', 'knockout game', 'horse', 'lightning game', 'around world playground basketball game', 'knockout basketball']"," Surrey
Q: In the nursery rhyme, which was the last creature eaten by", Surrey
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which branch of the US federal police, the oldest, is charged with court security, prisoner transport, serving arrest warrants and seeking fugitives?
A:","Which branch of the US federal police, the oldest, is charged with court security, prisoner transport, serving arrest warrants and seeking fugitives?","['us marshals', 'us marshals service', 'united states marshall', 'us marshall', 'us martials', 'u s marshals service', 'united states marshalls service', 'director of united states marshals service', 'federal marshal', 'u s marshall', 'u s marshal service', 'united sates marshal', 'u s federal marshalls', 'federal marshall', 'deputy u s marshal', 'marshals service', 'u s marshel', 'us martial', 'us marshal service', 'matthew fogg', 'deputy us marshal', 'u s marshals', 'u s marshalls', 'us marshal', 'united states marshals service', 'federal marshals', 'u s marshalls service', 'united states marshals', 'u s marshal s service', 'us marshalls', 'united states marshal service', 'u s marshal', 'judicial security division', 'united states marshal']"," The United States Marshals Service (U.S. Marshals Service)
Q:", The United States Marshals Service (U.S. Marshals Service)
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which cricketer holds the record of taking the most wickets in Test Matches for England?
A:",Which cricketer holds the record of taking the most wickets in Test Matches for England?,"['ian botham', 'sir ian botham', 'i t botham', 'ian terence botham', 'sir ian terence botham']"," Fred Trueman
Q: In which year did the McDonalds fast food chain", Fred Trueman
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What was the name of the operation whereby 1,373 U.S. citizens and 5,595 Vietnamese and foreign nationals were evacuated from the South Vietnamese capital of Saigon on 29 and 30 April 1975?
A:","What was the name of the operation whereby 1,373 U.S. citizens and 5,595 Vietnamese and foreign nationals were evacuated from the South Vietnamese capital of Saigon on 29 and 30 April 1975?","['frequent wind', 'operation frequent wind']"," Operation Frequent Wind
Q: What is the name of the head of the", Operation Frequent Wind
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What national capital is less than 100 kilometers from Tallinn?
A:",What national capital is less than 100 kilometers from Tallinn?,"['helsset', 'city of helsinki', 'helinski', 'helsinkiem', 'demographics of helsinki', 'helsingfors', 'un locode fihel', 'helsinki finland', 'helstinky', 'stadi', 'helsinky', 'helsinki', 'capital of finland', 'gelsingfors']"," Tallinn is the capital of Estonia
Q: What is the name of the", Tallinn is the capital of Estonia
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What did Charles D. Barrow of Pennsylvania devise in 1934 and then sell to the Parker Bros. organisation?
A:",What did Charles D. Barrow of Pennsylvania devise in 1934 and then sell to the Parker Bros. organisation?,"['monopolizes', 'monopolism', 'monopolisation', 'monopolist', 'vertical monopoly', 'monopoly law', 'monopoly and competition', 'monopoly moral aspects of', 'monopolistic', 'one monopoly profit', 'horizontal monopoly', 'dominance and monopoly', 'monopoly economics', 'moral aspects of monopoly', 'monopoly', 'monopolized', 'vertical monopolist', 'list of possible monopolies', 'monopoly market', 'abuse of dominance', 'horizontal monopolist', 'revolution in monopoly theory', 'regulated monopoly', 'market monopolies', 'monopolizing', 'monopolised', 'monopolies', 'local monopoly', 'resources monopoly', 'monopoly power']"," A new version of the board game Monopoly.
Q: What was the name", A new version of the board game Monopoly.
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Noel Coward died in 1973. In which country?
A:",Noel Coward died in 1973. In which country?,"['jamacian', 'america jamaica', 'xaymaca', 'jameca', 'indigenous peoples of jamaica', 'jamrock', 'xamayca', 'jamaica', 'name of jamaica', 'jamica', 'castleton botanical garden', 'iso 3166 1 jm', 'jamaica nation', 'jamiaca', 'jamaica country', 'castleton botanical gardens jamaica', 'jamaca', 'lambsriver westmoreland jamaica']"," Vatican City
Q: What was the name of the head of Samoa from ", Vatican City
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What naturalist’s quest to save Rwandan gorillas from poaching was made into the 1988 Academy Award-nominated film “Gorillas in the Mist”?
A:",What naturalist’s quest to save Rwandan gorillas from poaching was made into the 1988 Academy Award-nominated film “Gorillas in the Mist”?,"['dian fossey', 'wayne mcguire', 'diane fossey', 'wayne richard mcguire', 'dian fossey gorilla fund', 'kitty price']"," Dian Fossey
Q: What is the name of the head of", Dian Fossey
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: American Jazz musician John Coltrane is famous for playing which instrument?
A:",American Jazz musician John Coltrane is famous for playing which instrument?,"['conn o sax', 'contralto saxophone', 'saxist', 'saxophone', 'saxphone', 'manzello', 'strich', 'stritch saxophone', 'saxophone family', 'saxofone', 'neckstrap', 'saxy', 'saxello', 'jazz tube', 'saxophonist', 'saxamophone', 'neckstrap saxophone', 'saxophones', 'neck strap', 'saxaphone', '🎷']","tenor saxophone
Q: What is the name of the head of the",tenor saxophone
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What name was given to a series of thirty evening radio speeches given by US President Franklin D. Roosevelt in 1933 and 1944?
A:",What name was given to a series of thirty evening radio speeches given by US President Franklin D. Roosevelt in 1933 and 1944?,"['fireside chats', 'fireside chat']"," Political Advertising Movements
Q: In physics, what?) is the motions of", Political Advertising Movements
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which battle of 1897 brought Anglo-Egyptian control of Sudan?
A:",Which battle of 1897 brought Anglo-Egyptian control of Sudan?,"['umm durman', 'umm durmān', 'omdurman sudan', 'omdur', 'basheer mohamed saeed secondary school', 'omdurman', 'umdurman']"," The Battle of Omdurman
Q: What is the name of the", The Battle of Omdurman
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What is classed as the Blue Riband of the Henley Regatta
A:",What is classed as the Blue Riband of the Henley Regatta,"['henly royal regatta', 'royal henly regatta', 'regatta enclosure', 'henley royal regatta', 'henley regatta', 'diamond sculls', 'stewards enclosure', 'royal henley regatta']"," the Head of the River Race
Q: What was the name of the head", the Head of the River Race
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The fictitious South American city/country El Dorado was abundant with?
A:",The fictitious South American city/country El Dorado was abundant with?,"['gold poisoning', 'aurric', 'gold metal', 'flour gold', 'gold making', 'e175 e number', 'monatomic gold', 'gold', 'australium', 'au element', 'gold compounds', 'element 79', 'gold element', 'gold toxicity', '🜚', 'auric ion', 'gold mineral', 'gold consumption', 'native gold', 'auric compound', 'aurous', 'goldness', 'lode gold', 'gold lot', 'gold jewelry', 'use of gold', 'atomic number 79', 'aurate', 'element lxxix', 'gold compound']"," stories of gold, stories of a Fountain of Youth, stories of a Fountain of"," stories of gold, stories of a Fountain of Youth, stories of a Fountain of"
