input_prompt,question,correct_answers,output_prediction,processed_answer
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: ""In 1936, whose paper """"On Computable Numbers, with an Application to the Entscheidungsproblem"""" proved that a machine could perform any conceivable mathematical computation if it were able to be represented as an algorithm?""
A:","""In 1936, whose paper """"On Computable Numbers, with an Application to the Entscheidungsproblem"""" proved that a machine could perform any conceivable mathematical computation if it were able to be represented as an algorithm?""","['allan turing', 'alan turing', 'alan turning', 'turing', 'alan mathison turing', 'alan mathison turing obe frs', 'christopher morcom', 'alan m turing', 'turing m', 'allen touring', 'm turing']"," is the correct answer to:
A.", is the correct answer to:
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In Germany, what is an autobahn?
A:","In Germany, what is an autobahn?","['motorway', 'highway with full control of access and no cross traffic', 'motorways in europe', 'motorways', 'elevated roadway', 'depressed roadway', 'full freeway', 'controlled access', 'controlled access highway', 'motorvei', 'controlled access highways', 'signal free corridor', 'traffic light less road', 'freeway speed', 'fwy', 'half motorway', 'semi motorway', 'highways with no cross traffic and access only at interchanges', 'non stop road', 'unsigned freeway', 'signal free corridor road', 'semi highway', 'through street', 'control of access', 'list of motorways', 'controlled access road', 'full access controlled highway', 'freeways', 'highways with full control of access and no cross traffic', 'freeway', 'freeway standard road', 'elevated freeway']"," In the United States, what is a"," In the United States, what is a"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who plays Nellie Forbush in the 2001 remake of the film ‘South Pacific’?
A:",Who plays Nellie Forbush in the 2001 remake of the film ‘South Pacific’?,"['glenn close', 'close glenn', 'glen close', 'annie starke']", – Celebrity.fm – #1 Official Stars, – Celebrity.fm – #1 Official Stars
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who was the first presenter of 'Top of the Pops'?
A:",Who was the first presenter of 'Top of the Pops'?,"['jim saville', 'jimmy savile charitable trust', 'james savile', 'sir jimmy savile', 'jimmy savile', 'james saville', 'jimmy saville', 'jim savile', 'sir james wilson vincent savile', 'sir jimmy', 'jimmy savile stoke mandeville hospital trust', 'james vincent savile', 'james wilson vincent savile', 'james wilson savile', 'sir jimmy saville']", Who was the first presenter of 'Top, Who was the first presenter of 'Top
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which is the only English football team, in the top four divisions, to have a Latin word in its name?
A:","Which is the only English football team, in the top four divisions, to have a Latin word in its name?","['aston villa fc', 'avfc', 'aston villa football club', 'aston villa', 'aston villa f c', 'villa football club', 'aston vil', 'aston villa hall of fame', 'villa news and record']"," Which is the only English football team,"," Which is the only English football team,"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: To which family of trees do junipers belong?
A:",To which family of trees do junipers belong?,"['cyprus tree', 'cypress', 'cypress tree']", A. conifers B. deciduous, A. conifers B. deciduous
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Pulex irritans is the Latin name for which insect?
A:",Pulex irritans is the Latin name for which insect?,"['3 4 methylenedioxyhydroxylmethylamphetamine', 'mdohma', '3 4 methylenedioxy n hydroxyl n methylamphetamine', 'methylenedioxyhydroxymethamphetamine', '3 4 methylenedioxyhydroxymethylamphetamine', '3 4 methylenedioxy n hydroxy n methylamphetamine', 'flea psychedelics', '3 4 methylenedioxy n methyl n hydroxyamphetamine', 'methylenedioxyhydroxylmethylamphetamine', 'mdmoha', 'flea', 'mdhma', 'methylenedioxyhydroxymethylamphetamine', '3 4 methylenedioxyhydroxylmethamphetamine', '3 4 methylenedioxy n methyl n hydroxylamphetamine', '3 4 methylenedioxy n hydroxymethamphetamine', 'flea psychedelic', 'methylenedioxymethylhydroxyamphetamine', 'methylenedioxyhydroxylmethamphetamine', 'mdmha', '3 4 methylenedioxy n hydroxylmethamphetamine']", It is commonly known as the human flea, It is commonly known as the human flea
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Goodge Street tube station is on which London Underground line?
A:",Goodge Street tube station is on which London Underground line?,"['northern disambiguation', 'northern']"," The answer is
Goodge Street tube", The answer is
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: How many suspects are in a normal game of Cluedo?
A:",How many suspects are in a normal game of Cluedo?,"['six', '6']", How many suspects are in a normal game, How many suspects are in a normal game
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who is the only Rugby League player to win two consecutive Lance Todd trophies, doing so in 2007 and 2008?
A:","Who is the only Rugby League player to win two consecutive Lance Todd trophies, doing so in 2007 and 2008?",['paul wellens'], Who is the only Rugby League player to, Who is the only Rugby League player to
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which title character was named Dolores Haze?
A:",Which title character was named Dolores Haze?,"['lolitas', 'richard f schiller', 'lolita haze', 'lolitha', 'confession of white widowed male', 'dolores haze', 'lolita movie', 'hunted enchanters', 'nymphette', 'enchanted hunters', 'clare quilty', 'humbert humbert lolita', 'lolita method', 'lolita', 'lolita book', 'lolita novel', 'list of lolita characters', 'confessions of white widowed male', 'humbert humbert']", Which title character was named Dolores H, Which title character was named Dolores H
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which Mexican dish is a steamed corn husk filled with meat or vegetables coated in masa dough?
A:",Which Mexican dish is a steamed corn husk filled with meat or vegetables coated in masa dough?,"['tamal dish', 'zacahuil', 'tamales', 'tamal', 'tomale', 'tamale']"," (2018)
Which Mexican dish is", (2018)
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: ""What was the sequel to 'Tom Brown's Schooldays""""?""
A:","""What was the sequel to 'Tom Brown's Schooldays""""?""",['tom brown at oxford'], was the question I was asked by a, was the question I was asked by a
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Nomophobia is the fear of being without or losing what?
A:",Nomophobia is the fear of being without or losing what?,"['cellular phone', 'mobilephone', 'flipfone', 'flip fone', 'mobile telephones', 'cellular phones', '📱', 'cell telephones', 'celluar telephone', 'mobile dance', 'mobil phone', 'radio common carrier', 'mobile phone', 'gsm phone', 'cellphone video', 'handphones', 'cell telephone', '0 g', 'mobile handsets', 'mobile telephone', 'celphone', 'secret cell phone', 'cellular telephones', 'phone dance', 'mobile wireless', 'mobile screen', 'cell phone dance', 'wireless phone', 'handphone', 'mobile handset', 'mobile loop', 'hand telephones', 'cellular radio', 'cell phones', 'cellular communication standard', 'hand phone', 'hand phones', 'cell phone', 'cellphone', 'cellphones', 'mobile display', 'mobile telecom', 'mobile communication standard', 'cellular device', 'kosher phone', 'cellular telephone technology', 'cellular telephone', 'mobile cellular wireless', 'cellular mobile', 'mobile terminal', 'mobile wireless communication', 'cell phone carrier', 'mobile phone dance', 'hand telephone', 'mobile cellular', 'mobile phones', 'environmental impact of mobile phones', 'cellular communication']"," The answer is
Question: Nomophobia", The answer is
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What controversial relic went on display in 2010 in the Italian city whose name it bears?
A:",What controversial relic went on display in 2010 in the Italian city whose name it bears?,"['22john p jackson 22', 'shroud of turin', 'sindonology', 'turin shroud', 'holy shroud', 'sindone of turin', 'shroud of jesus', 'john p jackson', 'turin shrouds', 'holy winding sheet']"," In 2010, Pope Benedict XVI"," In 2010, Pope Benedict XVI"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which record label recorded The Supremes and The Jackson 5?
A:",Which record label recorded The Supremes and The Jackson 5?,"['gordy records', 'motown', 'tamla records', 'mo town', 'l p motown record company', 'mowest records', 'hitsville west', 'motown records', 'vip records', 'motown r b', 'weed records', 'detroit soul', 'motown 50', 'mowtown', 'motown sound', 'jobete music', 'mowest', 'workshop jazz records', 'v i p records', 'motown record company l p', 'motown records inc', 'rare earth records', 'tamla motown records', 'jobete', 'tamla', 'motown music', 'mad sounds recordings', 'soul records', 'tamla motown', 'motown record corporation']"," Motown
What was the name of", Motown
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: How old was Woody Herman when he founded his own orchestra?
A:",How old was Woody Herman when he founded his own orchestra?,"['13', 'thirteen']", A. 17 B. 19, A. 17 B. 19
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Daman Albarn, Graham Coxon,Alex James and Dave Rowntree form or formed which band?
A:","Daman Albarn, Graham Coxon,Alex James and Dave Rowntree form or formed which band?","['red and blue blur', 'blur clark kent', 'red blue blur', 'blur', 'blur smallville', 'superboy smallville', 'clark kent smallville', 'kal smallville', 'blue blur', 'superman smallville', 'kal el smallville']","?
Q: Daman Albarn,",?
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Nagaland is a constituent state of which SE Asian country?
A:",Nagaland is a constituent state of which SE Asian country?,"['భారత గణతంత్ర రాజ్యము', 'భారత రిపబ్లిక్', 'bhārtiya prajāsattāk', 'republic of india', 'ভারত', 'hindio', 'ਭਾਰਤ ਗਣਤੰਤਰ', 'भारतीय प्रजासत्ताक', 'ભારતીય ગણતંત્ર', 'indea', 'ভারত গণরাজ্য', 'இந்தியக் குடியரசு', 'india country', 'les indes', 'هندستانڀارت،', 'etymology of india', 'भारतमहाराज्यम्', 'india', 'جمہوٗرِیت بًارت', 'भारतीय गणराज्याच्या', 'ভারতরাষ্টৃ', 'india s', 'ভারতীয় প্রজাতন্ত্র', 'ഭാരത മഹാരാജ്യം', 'bhārat gaṇarājya', 'ভাৰত গণৰাজ্য', 'ଭାରତ ଗଣରାଜ୍ଯ', 'இந்திய', 'जुम्हूरियत भारत', 'union of india', 'hindistan', 'indya', 'bhart', 'iso 3166 1 in', 'bharat ganrajya', 'भारत गणराज्य', 'indian republic', 'ಭಾರತ ಗಣರಾಜ್ಯ', 'indian state', 'جمہوریہ بھارت', 'iso 3166 1 alpha 3 ind']", Nagaland is a constituent state of India, Nagaland is a constituent state of India
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which commission was set up to investigate the assassination of JFK?
A:",Which commission was set up to investigate the assassination of JFK?,"['kennedy assassination commission', 'president s commission on assassination of president kennedy', 'president s commission on assassination of president john f kennedy', 'warren commision', 'warren commission report', 'president s commission on assassination of john f kennedy', 'warren report', 'warren comission', 'warren commission', 'president s commission on assassination of jfk']", Kennedy Assassination Records Collection Act of , Kennedy Assassination Records Collection Act of 
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which actor played the title role in the ITV series 'Tarzan' from 1966 to 1968?
A:",Which actor played the title role in the ITV series 'Tarzan' from 1966 to 1968?,"['ron ely', 'ronald ely', 'ronald pierce']", He also played the title role in the, He also played the title role in the
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What is the name of the world's largest church, that was begun in 1450, finished in 1600 and consecrated by Pope Urban XIII in 1626?
A:","What is the name of the world's largest church, that was begun in 1450, finished in 1600 and consecrated by Pope Urban XIII in 1626?","['st peters basilica', 'st peter s basilica rome', 'papal basilica of st peter in vatican', 'st peter basilica', 'il basilica di san pietro', 'holy see of saint peter', 'saint peter s basilica', 'peter basilica of saint', 'archpriest of saint peter s basilica', 'saint peter s basilicia', 'st peter s basilica', 'st peter s basillica', 'chapel of confession', 'basilica papale di san pietro in vaticano', 'basilica at st peter s', 'basilica of st peters', 'papal basilica of st peter', 'patriarchal basilica of st peter', 'basilica of st peter s', 'basilica sancti petri', 'basilica di san pietro', 'new st peter s basilica', 'st peter s rome', 'vatican basilica', 'archpriest of st peter s basilica', 'saint peter s rome', 'saint peter basilica of', 'san pietro in vaticano', 'papal basilica of saint peter', 'basilica of rome', 'basilica of st peter', 'saint peter s basillica', 'st peters rome', 'basilica of saint peter s', 'basilica of saint peter']", St. Peter's Basilica in Rome, St. Peter's Basilica in Rome
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which 'Dame' is one of the main presenters of Women's Hour on Radio 4?
A:",Which 'Dame' is one of the main presenters of Women's Hour on Radio 4?,['dame jenni murray'], Which 'Dame' is one of, Which 'Dame' is one of
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The 2013 G8 Summit was held at Lough Erne Resort in Northern Ireland. In which county is this?
A:",The 2013 G8 Summit was held at Lough Erne Resort in Northern Ireland. In which county is this?,"['fermanagh county council', 'fermanagh', 'county fermanagh', 'history of county fermanagh', 'co fermanagh', 'fir manach', 'fermanagh county', 'county of fermanagh', 'fear manach']", The 2013 G8 Summit was, The 2013 G8 Summit was
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The site of Carthage is now in a suburb of which modem capital city?
A:",The site of Carthage is now in a suburb of which modem capital city?,"['emirate of tunis', 'borjsedria tunisia', 'tūnis', 'tūnis tunisia', 'tunis', 'تونس', 'tunis ts', 'tunes tunisia', 'capital of tunisia', 'etymology of tunis', 'borj cédria tunisia', 'tunis tunisia']","...
The site of Carthage is",...
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which pub on Whitechapel Road was the site of William Booth's first sermon and the murder of the mobster George Cornell by Ronnie Kray?
A:",Which pub on Whitechapel Road was the site of William Booth's first sermon and the murder of the mobster George Cornell by Ronnie Kray?,['blind beggar'], Which pub on Whitechapel Road was, Which pub on Whitechapel Road was
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In children's TV by what name is Sir Topham Hatt better known
A:",In children's TV by what name is Sir Topham Hatt better known,"['lady hatt', 'bridget hatt', 'stephen hatt', 'sir topham hatt', 'fat controller', 'topham hatt', 'mrs hatt', 'mrs dowager hatt', 'sir topham s butler', 'sir topham hatt s butler', 'sir topham hatt s car', 'sir topham hat']","?
In children's TV by what name",?
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: ""The novel, """"Birdsong"""", by Sebastian Faulks, is mainly set during which war?""
A:","""The novel, """"Birdsong"""", by Sebastian Faulks, is mainly set during which war?""","['14 18 war', '2w1', 'word war i', 'ww i crusade', 'wwi', 'one world war', '1914 18 war', 'first great war', 'world war 1', 'world war i', 'i world war', 'first world war', 'worldwarone', 'w w i', '1914 1918', 'war of 14 18', 'ww 1', 'world war one', '1st world war', 'w w 1', '1914–1918 war', 'ww', 'first world world', 'outbreak of world war i', 'ist world war', 'world war ⅰ', 'ww1', 'wwone', 'worldwar1', 'wolrd war 1', 'war world i', 'world war l', 'world war 1914 1918', 'ww i', 'great war', '1914 to 1918']"," Answer: World War I
""The novel", Answer: World War I
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which metal is produced by the Bessemer Process?
A:",Which metal is produced by the Bessemer Process?,"['steel plate', 'titanic steel', 'steel sheeting', 'steel metal', 'steel truss', 'steel construction', 'steelworker', 'steel alloy', 'steel', 'steels', 'steel in africa', 'steel worker', 'crude steel', 'steel workers', 'steelworkers', 'steel industry', 'unwrapped steel', 'long steel products', 'steel manufacture']"," (1 point)
A. iron
", (1 point)
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What name is given to a substance that accelerates a chemical reaction without itself being affected?
A:",What name is given to a substance that accelerates a chemical reaction without itself being affected?,"['catalyser', 'catalysts', 'καταλύτης', 'katalysis', 'catalyse', 'catalyst', 'promoter catalysis', 'catalysis', 'catalytic depolymerization', 'catalyzer', 'catalytes', 'katalyzer', 'cooperative catalysis', 'co catalyst', 'catalytic activity', 'catalytēs', 'catalysed', 'catalyzes', 'catalytic reaction', 'catalytic', 'catalytic species', 'catalysing', 'catalycity', 'cocatalyst', 'catalyzed', 'catalytic agent', 'catalytic activity concentration', 'catalyze']", A catalyst is a substance that accelerates, A catalyst is a substance that accelerates
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In which country was singer Chris de Burgh born?
A:",In which country was singer Chris de Burgh born?,"['arxentina', 'argentina information', 'argentinie', 'nacion argentina', 'argentyna', 'people of argintina', 'argjentina', 'republica argentina', 'antonia merce y luque', 'argentína', 'arc hantina', 'ariannin', 'argies', 'argentinean', 'airgintín', 'argentīna', 'iso 3166 1 ar', 'arjantin', 'república argentina', 'argentinien', 'արգենտինա', 'airgintin', 'nación argentina', 'argentinia', 'argentina', 'arxintina', 'アルゼンチン', 'republic of argentina', 'argentina republic', 'אַרגענטינע', 'argintina', 'अर्जेन्टीना', 'argentine republic', 'argentiina', 'آرژانتین', 'аргентына', 'arghantina', 'argie', 'аржентина', 'argentinië', 'ארגנטינה', 'الأرجنتين', 'land of silver']", In which country was singer Chris de Bur, In which country was singer Chris de Bur
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Phillip Schofield, Jason Donovan and Donny Osmond have all played the starring role in which stage musical?
A:","Phillip Schofield, Jason Donovan and Donny Osmond have all played the starring role in which stage musical?","['jatd', 'joseph and technicolor dreamcoat', 'joseph and amazing technicolour dreamcoat', 'dreamcoat', 'amazing technicolor dreamcoat', 'technicolor dreamcoat', 'joseph s amazing technicolor dreamcoat', 'joseph and amazing techicolor dreamcoat', 'joseph and amazing technicolor dreamcoat', 'joseph amazing technicolor dreamcoat']", - KXXV-TV News Channel , - KXXV-TV News Channel 
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: ""In 1965, who became the first American astronaut to """"walk in space""""?""
A:","""In 1965, who became the first American astronaut to """"walk in space""""?""","['white ed', 'edward d white', 'edward white disambiguation', 'ed white', 'white edward', 'edward white']"," ""In 1965, who became"," ""In 1965, who became"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: An American aided coup in Chile in 1973, deposed which President?
A:","An American aided coup in Chile in 1973, deposed which President?","['salvador allende gossens', 'allende s last speech', 'salvador gossens', 'salvador gossens allende', 'salvador allende', 'allende salvador', 'allende gossens']"," A. Salvador Allende
B.", A. Salvador Allende
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: How many times was Boris Becker runner-up in the Men's Singles at Wimbledon?
A:",How many times was Boris Becker runner-up in the Men's Singles at Wimbledon?,"['four', '4']", How many times was Boris Becker runner-up, How many times was Boris Becker runner-up
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which famous old UK three-letter bank brand relaunched via divestment from Lloyds in Sep 2013?
A:",Which famous old UK three-letter bank brand relaunched via divestment from Lloyds in Sep 2013?,"['tsb', 'tsb disambiguation', 'tsb bank disambiguation', 'tsb bank']", Which famous old UK three-letter bank brand, Which famous old UK three-letter bank brand
